paper_key,key_type,title,abstract,year,authors,url,source,depth,clean_abstract,Topic_r1,Topic_r2,Topic_r3,Topic_final,arxiv_id,doi,is_ml
,,Stable and Interpretable Jet Physics with IRC-Safe Equivariant Feature   Extraction,"Deep learning has achieved remarkable success in jet classification tasks, yet a key challenge remains: understanding what these models learn and how their features relate to known QCD observables. Improving interpretability is essential for building robust and trustworthy machine learning tools in collider physics. To address this challenge, we investigate graph neural networks for quark-gluon discrimination, systematically incorporating physics-motivated inductive biases. In particular, we design message-passing architectures that enforce infrared and collinear (IRC) safety, as well as E(2) and O(2) equivariance in the rapidity-azimuth plane. Using simulated jet datasets, we compare these networks against unconstrained baselines in terms of classification performance, robustness to soft emissions, and latent representation structures. Our analysis shows that physics-aware networks are more stable across training instances and distribute their latent variance across multiple interpretable directions. By regressing Energy Flow Polynomials onto the leading principal components, we establish a direct correspondence between learned representations and established IRC-safe jet observables. These results demonstrate that embedding symmetry and safety constraints not only improves robustness but also grounds network representations in known QCD structures, providing a principled approach toward interpretable deep learning in collider physics.",2025,"['Partha Konar', 'Vishal S. Ngairangbam', 'Michael Spannowsky', 'Deepanshu Srivastava']",http://arxiv.org/abs/2509.22059v1,arxiv,,,,,,,2509.22059v1,,True
,,Wasserstein normalized autoencoder for anomaly detection,"A novel anomaly detection algorithm is presented. The Wasserstein normalized autoencoder (WNAE) is a normalized probabilistic model that minimizes the Wasserstein distance between the learned probability distribution -- a Boltzmann distribution where the energy is the reconstruction error of the autoencoder -- and the distribution of the training data. This algorithm has been developed and applied to the identification of semivisible jets -- conical sprays of visible standard model particles and invisible dark matter states -- with the CMS experiment at the CERN LHC. Trained on jets of particles from simulated standard model processes, the WNAE is shown to learn the probability distribution of the input data in a fully unsupervised fashion, such that it effectively identifies new physics jets as anomalies. The model consistently demonstrates stable, convergent training and achieves strong classification performance across a wide range of signals, improving upon standard normalized autoencoders, while remaining agnostic to the signal. The WNAE directly tackles the problem of outlier reconstruction, a common failure mode of autoencoders in anomaly detection tasks.",2025,['CMS Collaboration'],http://arxiv.org/abs/2510.02168v1,arxiv,,,,,,,2510.02168v1,,True
,,From gauging to duality in one-dimensional quantum lattice models,"Gauging and duality transformations, two of the most useful tools in many-body physics, are shown to be equivalent up to constant depth quantum circuits in the case of one-dimensional quantum lattice models. This is demonstrated by making use of matrix product operators, which provide the lattice representation theory for global (categorical) symmetries as well as a classification of duality transformations. Our construction makes the symmetries of the gauged theory manifest and clarifies how to deal with static background fields when gauging generalised symmetries.",2025,"['Bram Vancraeynest-De Cuiper', 'José Garre-Rubio', 'Frank Verstraete', 'Kevin Vervoort', 'Dominic J. Williamson', 'Laurens Lootens']",http://arxiv.org/abs/2509.22051v1,arxiv,,,,,,,2509.22051v1,,False
,,Machine learning in lattice quantum gravity,"Using numerical data coming from Monte Carlo simulations of four-dimensional Causal Dynamical Triangulations, we study how automated machine learning algorithms can be used to recognize transitions between different phases of quantum geometries observed in lattice quantum gravity. We tested seven supervised and seven unsupervised machine learning models and found that most of them were very successful in that task, even outperforming standard methods based on order parameters.",2025,"['Jan Ambjorn', 'Zbigniew Drogosz', 'Jakub Gizbert-Studnicki', 'Andrzej Görlich', 'Dániel Németh', 'Marcus Reitz']",http://arxiv.org/abs/2510.02159v1,arxiv,,,,,,,2510.02159v1,,True
,,Machine Learning for Event Reconstruction in the CMS Phase-2 High   Granularity Calorimeter Endcap,"The high-luminosity era of the LHC will offer greatly increased number of events for more precise Standard Model measurements and Beyond Standard Model searches, but will also pose unprecedented challenges to the detectors. To meet these challenges, the CMS detector will undergo several upgrades, including the replacement of the current endcap calorimeters with a novel High-Granularity Calorimeter (HGCAL). To make optimal use of this innovative detector, new and original algorithms are being devised. A dedicated reconstruction framework, The Iterative Clustering (TICL), is being developed within the CMS Software (CMSSW). This new framework is designed to fully exploit the high spatial resolution and precise timing information provided by HGCAL. Several key ingredients of the object reconstruction chain already rely on Machine Learning (ML) techniques and their usage is expected to further develop in the future. The existing reconstruction strategies will be presented stressing the role played by ML techniques to exploit the information provided by the detector. The areas where ML techniques are expected to play a role in the future developments will be also discussed.",2025,['Théo Cuisset'],http://arxiv.org/abs/2510.01851v1,arxiv,,,,,,,2510.01851v1,,True
,,Reducing Simulation Dependence in Neutrino Telescopes with Masked Point   Transformers,"Machine learning techniques in neutrino physics have traditionally relied on simulated data, which provides access to ground-truth labels. However, the accuracy of these simulations and the discrepancies between simulated and real data remain significant concerns, particularly for large-scale neutrino telescopes that operate in complex natural media. In recent years, self-supervised learning has emerged as a powerful paradigm for reducing dependence on labeled datasets. Here, we present the first self-supervised training pipeline for neutrino telescopes, leveraging point cloud transformers and masked autoencoders. By shifting the majority of training to real data, this approach minimizes reliance on simulations, thereby mitigating associated systematic uncertainties. This represents a fundamental departure from previous machine learning applications in neutrino telescopes, paving the way for substantial improvements in event reconstruction and classification.",2025,"['Felix J. Yu', 'Nicholas Kamp', 'Carlos A. Argüelles']",http://arxiv.org/abs/2510.01733v1,arxiv,,,,,,,2510.01733v1,,True
,,Temperature derivative divergence of the electric conductivity and   thermal photon emission rate at the critical end point from holography,"The thermal photon emission rate $\frac{d\Gamma}{dk}$ and DC eletric conductivity $\sigma_{Q}$ of the strongly coupled quark-gluon plasma (sQGP) are investigated around the critical end point in a $N_f=2+1$ holographic QCD model with parameters obtained from machine-learning. It is found that both thermal photon emission rate and eletric conductivity grow most obviously around $T_c$, which agrees with the previous studies, and the result of eletric conductivity at zero chemical potential resembles the lattice results. Moreover, it is found that both the temperature derivative of the eletric conductivity and thermal photon emission rate diverge at the critical end point.",2025,"['Yi-Ping Si', 'Danning Li', 'Mei Huang']",http://arxiv.org/abs/2509.25636v1,arxiv,,,,,,,2509.25636v1,,False
,,Automating Sensor Characterization with Bayesian Optimization,"The development of novel instrumentation requires an iterative cycle with three stages: design, prototyping, and testing. Recent advancements in simulation and nanofabrication techniques have significantly accelerated the design and prototyping phases. Nonetheless, detector characterization continues to be a major bottleneck in device development. During the testing phase, a significant time investment is required to characterize the device in different operating conditions and find optimal operating parameters. The total effort spent on characterization and parameter optimization can occupy a year or more of an expert's time. In this work, we present a novel technique for automated sensor calibration that aims to accelerate the testing stage of the development cycle. This technique leverages closed-loop Bayesian optimization (BO), using real-time measurements to guide parameter selection and identify optimal operating states. We demonstrate the method with a novel low-noise CCD, showing that the machine learning-driven tool can efficiently characterize and optimize operation of the sensor in a couple of days without supervision of a device expert.",2025,"['J. Cuevas-Zepeda', 'C. Chavez', 'J. Estrada', 'J. Noonan', 'B. D. Nord', 'N. Saffold', 'M. Sofo-Haro', 'R. Spinola e Castro', 'S. Trivedi']",http://arxiv.org/abs/2509.21661v1,arxiv,,,,,,,2509.21661v1,,True
,,Addressing the sign-problem in Euclidean path integrals with radial   basis function neural networks,"Solving interacting field theories at finite densities remains a numerically and conceptually challenging task, even with modern computational capabilities. In this paper, we propose a novel approach based on an expansion of the Euclidean path integrals using radial basis function neural networks, which allows the calculation of observables at finite densities and overcomes the sign problem in a numerically very efficient manner. The method is applied to an interacting complex scalar field theory at finite chemical potential in 3+1 dimensions, which exhibits both the sign problem and the silver blaze phenomenon, similar to QCD. The critical chemical potential at which phase transition occurs is estimated to be $\mu_c=1.17 \pm 0.018$, and the silver blaze problem is accurately described below $\mu_c$.",2025,['Gabor Balassa'],http://arxiv.org/abs/2510.01695v2,arxiv,,,,,,,2510.01695v2,,True
,,Dirac QNM spectrum from twisted semiclassical gauge theory of gravity,"Twisted Abelian gauge theory coupled to a noncommutative (NC) Dirac field is studied in order to infer   the quasinormal mode (QNM) spectrum of the fermion matter perturbations in the vicinity of the Reissner-Nordstr\""om (RN) black hole. The action functional of the theory is invariant under the truncated NC local $U(1)_{\star}$ gauge transformations that keep the gravitational background intact. The latter, being a classical gravitational background unaffected by the   NC local gauge transformations, makes the theory semiclassical. The most prominent feature of the QNM spectrum is the splitting in the total angular momentum projection due to the noncommutativity induced $SO(3) \rightarrow U(1)$ symmetry breaking pattern.",2025,"['Marija Dimitrijević Ćirić', 'Nikola Herceg', 'Nikola Konjik', 'A. Naveena Kumara', 'Andjelo Samsarov']",http://arxiv.org/abs/2509.21620v1,arxiv,,,,,,,2509.21620v1,,False
,,Gravitational wave experiments: achievements and plans,"Gravitational wave (GW) experiments have transformed our understanding of the Universe by enabling direct observations of compact object mergers and other astrophysical phenomena. This chapter reviews the concepts of GW detectors, such as LIGO, Virgo, and KAGRA, and describes their operating principles, data acquisition and analysis techniques, and some of the methods used to extract source properties. The scientific impact of GW observations is discussed as well, including contributions to astrophysics, tests of general relativity, and cosmology. We also examine the role of multimessenger astronomy and the complementarity between different GW detectors and with other astroparticle experiments. Finally, we outline future prospects with next-generation detectors, like the Einstein Telescope and Cosmic Explorer, and space-based missions.",2025,"['Elisa Bigongiari', 'Matteo Di Giovanni', 'Giovanni Losurdo']",http://arxiv.org/abs/2509.25952v2,arxiv,,,,,,,2509.25952v2,,False
,,Foundation models for high-energy physics,"The rise of foundation models -- large, pretrained machine learning models that can be finetuned to a variety of tasks -- has revolutionized the fields of natural language processing and computer vision. In high-energy physics, the question of whether these models can be implemented directly in physics research, or even built from scratch, tailored for particle physics data, has generated an increasing amount of attention. This review, which is the first on the topic of foundation models in high-energy physics, summarizes and discusses the research that has been published in the field so far.",2025,['Anna Hallin'],http://arxiv.org/abs/2509.21434v1,arxiv,,,,,,,2509.21434v1,,True
,,Primordial black holes formation in inflationary $F(R)$ models with   scalar fields,"We construct $F(R)$ gravity models with scalar fields to describe cosmological inflation and formation of primordial black holes (PBHs). By adding the induced gravity term and the fourth-order polynomial potential for the scalar field to the known $F(R)$ gravity model, and using a conformal transformation of the metric, we obtain a two-field chiral cosmological model. For some values of the model parameters, we get that the inflationary parameters of this model are in good agreement with the observations of the cosmic microwave background radiation obtained by the Atacama Cosmology Telescope. The estimation of PBH masses suggests that PBHs could be dark matter candidates.",2025,"['E. O. Pozdeeva', 'S. Yu. Vernov']",http://arxiv.org/abs/2509.21220v1,arxiv,,,,,,,2509.21220v1,,False
,,Small-$b$ expansion of the DOZZ formula for light operators,"We present a systematic small-$b$ expansion of the Liouville DOZZ three-point structure constant in the light-operator regime $\alpha_i = b\sigma_i$ as $b\to 0$. In this limit, the exact DOZZ function factorizes into a prefactor $\mathcal{P}(b;\sigma_1,\sigma_2,\sigma_3)$ and a power series in $b^2$, \[ C(b\sigma_1,b\sigma_2,b\sigma_3) =\mathcal{P}(b;\sigma_i)\Bigl[1+\sum_{n=1}^\infty b^{2n}\,\Omega_n(\sigma_1,\sigma_2,\sigma_3)\Bigr]. \] Using Thorn's asymptotic expansion of the $\Upsilon_b$-function, we derive closed-form expressions for the leading coefficients $\Omega_n(\sigma_i)$ and show that each $\Omega_n$ is a symmetric polynomial in the variables $\sigma_i$. Our expansion provides explicit perturbative corrections to the semiclassical Liouville three-point function and therefore supplies a practical tool for applications in celestial holography, in particular, for generating loop-level corrections to the tree-level three-gluon scattering amplitude using the inverse Mellin transform. We conclude by outlining these directions for further development. In particular, we highlight that a primary next step is to extend this framework to four-point amplitudes.",2025,"['Franco Ferrari', 'Marcin R. Piatek', 'Artur R. Pietrykowski']",http://arxiv.org/abs/2509.21182v1,arxiv,,,,,,,2509.21182v1,,False
,,T-duality and bosonization as examples of continuum gauging and   disentangling,"Dualities and duality transformations form a well established methodology in various aspects of quantum many body physics and quantum field theories, allowing one to exploit equivalence between models which may naively seem completely different in order to gain access to further physical regimes, either analytically, numerically or experimentally. Recently, in the context of condensed matter physics and quantum information, it was shown that dualities can be understood very well through a gauging and disentangling procedure that can be represented by a finite depth quantum circuit. In this letter we expand these concepts to the continuum, suggesting them as a way to derive duality transformations in continuum field theories and particle physics, and benchmark the presented ideas through the re-derivation of T-duality and bosonization.",2025,"['Gertian Roose', 'Erez Zohar']",http://arxiv.org/abs/2509.24630v1,arxiv,,,,,,,2509.24630v1,,False
,,Design and deployment of a fast neural network for measuring the   properties of muons originating from displaced vertices in the CMS Endcap   Muon Track Finder,"We report on the development, implementation, and performance of a fast neural network used to measure the transverse momentum in the CMS Level-1 Endcap Muon Track Finder. The network aims to improve the triggering efficiency of muons produced in the decays of long-lived particles (LLPs). We implemented it in firmware for a Xilinx Virtex-7 FPGA and deployed it during the LHC Run 3 data-taking in 2023. The new displaced muon triggers that use this algorithm broaden the phase space accessible to the CMS experiment for searches that look for evidence of LLPs that decay into muons.",2025,['Efe Yigitbasi'],http://arxiv.org/abs/2509.21062v2,arxiv,,,,,,,2509.21062v2,,True
,,Fair Universe Higgs Uncertainty Challenge,"This competition in high-energy physics (HEP) and machine learning was the first to strongly emphasise uncertainties in $(H \rightarrow \tau^+ \tau^-)$ cross-section measurement. Participants were tasked with developing advanced analysis techniques capable of dealing with uncertainties in the input training data and providing credible confidence intervals. The accuracy of these intervals was evaluated using pseudo-experiments to assess correct coverage. The dataset is now published in Zenodo, and the winning submissions are fully documented.",2025,"['Ragansu Chakkappai', 'Wahid Bhimji', 'Paolo Calafiura', 'Po-Wen Chang', 'Yuan-Tang Chou', 'Sascha Diefenbacher', 'Jordan Dudley', 'Steven Farrell', 'Aishik Ghosh', 'Isabelle Guyon', 'Chris Harris', 'Shih-Chieh Hsu', 'Elham E. Khoda', 'Benjamin Nachman', 'Peter Nugent', 'David Rousseau', 'Benjamin Thorne', 'Ihsan Ullah', 'Yulei Zhang']",http://arxiv.org/abs/2509.22247v1,arxiv,,,,,,,2509.22247v1,,True
,,X-ray and neural network based in-situ identification of the melt pool   during the additive manufacturing of a stainless steel part,"Laser Metal Deposition with Powder (LMDp) is an additive manufacturing technique used for repairing metal components or producing parts with intricate geometries. However, a comprehensive understanding of the melt pool dynamics, which significantly influences the final properties of LMDp-fabricated parts, remains limited. Non-destructive testing is highly valuable for conducting in-situ controls during manufacturing. X-ray imaging offers the ability to penetrate metallic parts and detect defects such as porosity. In the context of additive manufacturing, X-rays can be employed to visualize the shape of the melt pool during the fabrication process. The contrast between the liquid and solid phases, due to their density differences, should be observable in the radioscopy images. The experimental setup required to perform such a test on an industrial additive manufacturing installation consists of a movable X-ray source that produces polychromatic beams, a detector, and extensive lead shielding to ensure X-ray safety. In-situ observations of the melt pool were conducted during the deposition of ten successive layers of stainless steel 316L (SS316L). The polychromatic nature of the X-ray beam, however, rendered traditional image analysis methods ineffective for detecting contrast variations. To address this challenge, neural networks trained on simulated data (thermal and X-ray) were employed, providing a solution to identify the melt pool in low-contrast radioscopic images. The architecture inspired by VGG16 demonstrated promising results, confirming the potential for in-situ non-destructive testing using X-ray imaging in industrial additive manufacturing processes.",2025,"['Loic Jegou', 'Valerie Kaftandjian', 'Thomas Elguedj', 'Mohamed Tahraoui', 'Philippe Duvauchelle', 'Mady Guillemot']",http://arxiv.org/abs/2509.22409v1,arxiv,,,,,,,2509.22409v1,,True
,,"Predictions with limited data: Bayesian (X)PINNs, entanglement surfaces   and overconfidence","Solving differential equations from limited or noisy data remains a key challenge for physics-informed neural networks (PINNs), which are typically applied to already known and smooth solutions. In this work, we explore Bayesian PINNs and extended PINNs, (B-(X)PINNs), to solve non-linear second order differential equation typical for high energy theory, where data is only available from the boundary domain, to benchmark suitable approaches to PINNs in this category. In particular, we consider an entangling surface; a differential equation typical in holography. We perform asymptotic analysis to generate analytical training data from the boundary domain. We also explore the meaning of overconfidence in models that are constrained by physical priors and argue that standard overconfidence metrics are not suitable to consider when dealing with B-PINNs. Overconfidence can be a natural feature and not a bug in systems with soft or hard constraints on the loss function; one have to look at when the overconfidence is an artifact of the model adhering to the physics constraints. To diagnose this effect, we introduce an information density quantity, and a local physics-constraint coupling (PCC) metric, to capture locally to what extent the enforced physics collapses the posterior distribution. We also consider these quantities for a Liouville-type equation and the Van der Pol equation to probe apparent overconfidence further.",2025,"['Filip Landgren', 'Marika Taylor']",http://arxiv.org/abs/2509.23784v1,arxiv,,,,,,,2509.23784v1,,True
,,Residual Symmetries and BRST Cohomology of Schwarzschild in the   Kerr-Schild Double Copy,"The Kerr-Schild (KS) double copy is celebrated for producing exact gravitational spacetimes from gauge fields, yet the preservation of symmetry content remains largely unexplored. We investigate the fate of residual symmetries in the KS double copy, focusing on the Schwarzschild solution. On the gauge theory side, we derive the residual transformations that preserve the Abelian and non-Abelian KS ansatz\""e, finding they both form an infinite-dimensional Lie algebra parameterized by arbitrary null functions. On the gravity side, we analyze the resulting residual diffeomorphisms of the KS Schwarzschild metric. Restricting our focus to the Killing vector class of solutions, we find that the only surviving diffeomorphisms are the finite-dimensional global isometries of Schwarzschild, reducing the residual gauge algebra to the subalgebra generated by time translations and spatial rotations. This finding reveals a fundamental structural mismatch: the infinite-dimensional algebra of the gauge side admits no simple counterpart in this constrained gravitational sector. We formalize this by showing that the BRST operator for the residual symmetry is trivialized under the Killing condition. This result serves as a crucial consistency check, validating the kinematic algebraic collapse within a quantum field theoretic framework. This paper is the first of a two-part series. In the second paper, we complete this analysis by examining the more complex proper conformal Killing vector (CKV) class of solutions and formulating a unified BRST framework to definitively test the structural obstruction.",2025,['Brandon Holton'],http://arxiv.org/abs/2509.24112v6,arxiv,,,,,,,2509.24112v6,,False
,,Applications of Machine Learning in Constraining Multi-Scalar Models,"Machine learning techniques are used to predict theoretical constraints such as unitarity and boundedness from below in extensions of the Standard Model. This approach has proven effective for models incorporating additional SU(2) scalar multiplets, in particular the quadruplet and sixplet cases. High predictive performance is achieved through the use of suitable neural network architectures and well-prepared training datasets. Moreover, machine learning provides a substantial computational advantage, enabling significantly faster evaluations compared to scalar potential minimization.",2025,['Darius Jurčiukonis'],http://arxiv.org/abs/2509.24092v1,arxiv,,,,,,,2509.24092v1,,True
,,Wafer-Level Prototyping Tools for CMOS Bioelectronic Sensors,"Integrating biology with complementary metal-oxide-semiconductor (CMOS) sensors can enable highly parallel measurements with minimal parasitic effects, significantly enhancing sensitivity. However, realizing this potential often requires overcoming substantial barriers related to design, fabrication, and heterogeneous integration. In this context, we present a comprehensive suite of tools and methods designed for wafer-scale biosensor prototyping that is sensitive, highly parallelizable, and manufacturable. A central component of our approach is a new initiative that allows for open-source multi-project wafers (MPW), giving all participants access to the designs submitted by others. We demonstrate that this strategy not only promotes design reuse but also facilitates advanced back-end-of-line (BEOL) fabrication techniques, improving the manufacturability and process yield of CMOS biosensors. Developing CMOS-based biosensors also involves the challenge of heterogeneous integration, which includes external electrical, mechanical, and fluid layers. We demonstrate simple modular designs that enable such integration for sample delivery and signal readout. Finally, we showcase the effectiveness of our approach in measuring the hybridization of DNA molecules by focusing on data acquisition and machine learning (ML) methods that leverage the parallelism of the sensors to enable robust classification of desirable analyte interactions.",2025,"['Advait Madhavan', 'Ruohong Shi', 'Alokik Kanwal', 'Glenn Holland', 'Jacob M. Majikes', 'Paul N. Patrone', 'Anthony J. Kearsley', 'Arvind Balijepalli']",http://arxiv.org/abs/2509.24075v1,arxiv,,,,,,,2509.24075v1,,True
,,Unsupervised Machine Learning for Anomaly Detection in LHC Collider   Searches,"Searches for new physics at the LHC at CERN traditionally use advanced simulations to model Standard Model and new-physics processes in high-energy collisions and compare them with data. The lack of recent direct discoveries, however, has motivated the development of model-independent approaches in HEP to complement existing hypothesis-driven analyses, particularly Anomaly Detection. A review of the latest efforts in BSM searches with anomaly detection is presented in these proceedings, focusing on contributions within the ATLAS collaboration at LHC and discussing Variational Recurrent Neural Network, Deep Transformer and Graph Anomaly Detection applications.",2025,"[""Antonio D'Avanzo""]",http://arxiv.org/abs/2509.24723v1,arxiv,,,,,,,2509.24723v1,,True
,,Predicting the single-site and multi-site event discrimination power of   dual-phase time projection chambers,"Dual-phase xenon time projection chambers (TPCs) are widely used in searches for rare dark matter and neutrino interactions, in part because of their excellent position reconstruction capability in 3D. Despite their millimeter-scale resolution along the charge drift axis, xenon TPCs face challenges in resolving single-site (SS) and multi-site (MS) interactions in the transverse plane. In this paper, we build a generic TPC model with an idealized light-based signal readout, and use Fisher Information (FI) to study its theoretical capability of differentiating SS and MS events. We also demonstrate via simulation that this limit can be approached with conventional reconstruction algorithms like maximum likelihood estimation, and with a convolutional neural network classifier. The implications of this study on future TPC experiments will be discussed.",2025,"['A. B. M. Rafi Sazzad', 'Clarke A. Hardy', 'Xiang Dai', 'Jingke Xu', 'Brian G. Lenardo', 'Felicia Sutanto', 'Nicholas A. Antipa', 'Jeremy D. Koertzen', 'Prince John', 'Abraham Akinin', 'Teal J. Pershing']",http://arxiv.org/abs/2510.02258v2,arxiv,,,,,,,2510.02258v2,,True
,,High Luminosity LHC data collected by CMS experiment -- an excellent   ground for the search of Rare Radiative $B_s^0$ meson decays: A Review,"The High-Luminosity Large Hadron Collider (HL-LHC) provides unprecedented opportunities to study rare radiative decays in the flavor sector, particularly with the CMS experiment. This review focuses on the search for the challenging decay $B_s^0 \to \mu^+ \mu^- \gamma$, a flavor-changing neutral current process forbidden at tree level in the Standard Model. These decays probe Wilson coefficients C7, C9, and C10, which connect short-distance electroweak dynamics with long-distance hadronic effects. The main experimental difficulty is reconstructing low-pT photons (2-20 GeV) under extreme pile-up conditions (<mu> ~ 60). We argue that collider data naturally live on curved statistical manifolds shaped by conservation laws, detector geometry, and kinematic constraints. The Fisher-Rao information metric captures this structure, suggesting that curvature-aware analysis methods may enhance sensitivity beyond traditional approaches. We outline a framework that links collider data hierarchies, information geometry, and quantum machine learning as a pathway for future searches for rare radiative B_s^0 decays at the HL-LHC.",2025,['Alibordi Muhammad'],http://arxiv.org/abs/2509.24044v2,arxiv,,,,,,,2509.24044v2,,True
,,"Fast, accurate, and precise detector simulation with vision transformers","The speed and fidelity of detector simulations in particle physics pose compelling questions about LHC analysis and future colliders. The sparse high-dimensional data, combined with the required precision, provide a challenging task for modern generative networks. We present a comparison between solutions with different trade-offs, including accurate Conditional Flow Matching and faster coupling-based Normalising Flows. Vision Transformers allows us to emulate the energy deposition from detailed Geant4 simulations. We evaluate the networks using high-level observables, neural network classifiers, and sampling timings, showing minimum deviations from Geant4 while achieving faster generation. We use the CaloChallenge benchmark datasets for reproducibility and further development.",2025,"['Luigi Favaro', 'Andrea Giammanco', 'Claudius Krause']",http://arxiv.org/abs/2509.25169v1,arxiv,,,,,,,2509.25169v1,,True
,,Surveying the complex three Higgs doublet model with Machine Learning,"The couplings of the 125 GeV Higgs are being measured with higher precision as the Run 3 stage of LHC continues. Models with multiple Higgs doublets allow potential deviations from the SM predictions. For more than two doublets, there are five possible types of models that avoid flavor changing neutral couplings at tree level by the addition of a symmetry. We consider a softly broken Z2xZ2 three-Higgs doublet model with explicit CP violation in the scalar sector, exploring all five possible types of coupling choices and all five mass orderings of the neutral scalar bosons. The phenomenological study is performed using a Machine Learning black box optimization algorithm that efficiently searches for the possibility of large pseudoscalar Yukawa couplings. We identify the model choices that allow a purely pseudoscalar coupling in light of all recent experimental limits, including direct searches for CP-violation, thus motivating increased effort into improving the experimental precision.",2025,"['Rafael Boto', 'João A. C. Matos', 'Jorge C. Romão', 'João P. Silva']",http://arxiv.org/abs/2510.02445v1,arxiv,,,,,,,2510.02445v1,,True
,,Flavour Invariants of Multi Higgs Models,"In this work, a systematic way of analyzing the N Higgs Doublet Models flavor sector will be developed. We introduce a complete set of mixing matrices describing the rotation between certain suitably defined bases, akin to the Cabibbo-Kobayashi-Maskawa matrix, which describes the relation between the up-quark and down-quark mass bases. We point out the crucial importance played by the charged Higgs basis. It is also introduced for the first time a complete set of weak basis transformation invariant traces of flavor matrices for the general N doublets case. This will be important for studies of the renormalization group evolution in terms of relevant physical parameters.",2025,"['João C. Belas', 'João P. Silva']",http://arxiv.org/abs/2510.02465v1,arxiv,,,,,,,2510.02465v1,,False
,,Using AI on FPGAs for the CMS Overlap Muon Track Finder for the HL-LHC,"Operating the CMS Level-1 trigger under the intense conditions of the High-Luminosity Large Hadron Collider -- with approximately 63~Tb/s of input and a fixed 12.5~$\mu$s latency -- poses a demanding real-time reconstruction challenge. The CMS muon system is organized into three regions: a barrel, an endcap, and the intermediate barrel-endcap ``overlap'' region. In this overlap transition, the Overlap Muon Track Finder can be suboptimal for displaced-muon and long-lived-particle signatures. We present a first approach to a graph neural network tailored to these constraints, using GraphSAGE layers and a compact multi-layer perceptron to regress the inverse transverse momentum of muons. A PyTorch to C++ and high-level synthesis flow demonstrates feasibility, with initial results showing good agreement with simulation. Although a fully parallel implementation would exceed available field-programmable gate array resources, quantization, pruning, and multiplier reuse point the way toward a practical Phase-2 deployment.",2025,"['Pelayo Leguina', 'Santiago Folgueras', 'Andrea Cardini', 'Elena Aller']",http://arxiv.org/abs/2509.23347v1,arxiv,,,,,,,2509.23347v1,,True
,,Quantum Fisher information matrices from Rényi relative entropies,"Quantum generalizations of the Fisher information are important in quantum information science, with applications in high energy and condensed matter physics and in quantum estimation theory, machine learning, and optimization. One can derive a quantum generalization of the Fisher information matrix in a natural way as the Hessian matrix arising in a Taylor expansion of a smooth divergence. Such an approach is appealing for quantum information theorists, given the ubiquity of divergences in quantum information theory. In contrast to the classical case, there is not a unique quantum generalization of the Fisher information matrix, similar to how there is not a unique quantum generalization of the relative entropy or the R\'enyi relative entropy. In this paper, I derive information matrices arising from the log-Euclidean, $\alpha$-$z$, and geometric R\'enyi relative entropies, with the main technical tool for doing so being the method of divided differences for calculating matrix derivatives. Interestingly, for all non-negative values of the R\'enyi parameter $\alpha$, the log-Euclidean R\'enyi relative entropy leads to the Kubo-Mori information matrix, and the geometric R\'enyi relative entropy leads to the right-logarithmic derivative Fisher information matrix. Thus, the resulting information matrices obey the data-processing inequality for all non-negative values of the R\'enyi parameter $\alpha$ even though the original quantities do not. Additionally, I derive and establish basic properties of $\alpha$-$z$ information matrices resulting from the $\alpha$-$z$ R\'enyi relative entropies. For parameterized thermal states and time-evolved states, I establish formulas for their $\alpha$-$z$ information matrices and hybrid quantum-classical algorithms for estimating them, with applications in quantum Boltzmann machine learning.",2025,['Mark M. Wilde'],http://arxiv.org/abs/2510.02218v2,arxiv,,,,,,,2510.02218v2,,True
,,Development of Deep Neural Network First-Level Hardware Track Trigger   for the Belle II Experiment,"The Belle II experiment at the SuperKEKB accelerator is designed to explore physics beyond the Standard Model with unprecedented luminosity. As the beam intensity increased, the experiment faced significant challenges due to higher beam-induced background, leading to a high trigger rate and placing limitations on further luminosity increases. To address this problem, we developed trigger logic for tracking using deep neural network (DNN) technology on an FPGA for the Belle II hardware trigger system, employing high-level synthesis techniques. By leveraging drift time and hit pattern information from the Central Drift Chamber and incorporating a simplified self-attention architecture, the DNN track trigger significantly improves track reconstruction performance at the hardware level. Compared to the existing neural track trigger, our implementation reduces the total track trigger rate by 37% while improving average efficiency for the signal tracks from 96% to 98% for charged tracks with transverse momentum > 0.3 GeV. This upgrade ensures the long-term viability of the Belle II data acquisition system as luminosity continues to increase.",2025,"['Y. -X. Liu', 'T. Koga', 'H. Bae', 'Y. Yang', 'C. Kiesling', 'F. Meggendorfer', 'K. Unger', 'S. Hiesl', 'T. Forsthofer', 'A. Ishikawa', 'Y. Ahn', 'T. Ferber', 'I. Haide', 'G. Heine', 'C. -L. Hsu', 'A. Little', 'H. Nakazawa', 'M. Neu', 'L. Reuter', 'V. Savinov', 'Y. Unno', 'J. Yuan', 'Z. Xu']",http://arxiv.org/abs/2510.02762v1,arxiv,,,,,,,2510.02762v1,,True
