paper_key,key_type,title,abstract,year,authors,url,source
1408.3316,arxiv,"Search for neutral MSSM Higgs bosons decaying to a pair of tau leptons
  in pp collisions","A search for neutral Higgs bosons in the minimal supersymmetric extension of
the standard model (MSSM) decaying to tau-lepton pairs in pp collisions is
performed, using events recorded by the CMS experiment at the LHC. The dataset
corresponds to an integrated luminosity of 24.6 inverse femtobarns, with 4.9
inverse femtobarns at 7 TeV and 19.7 inverse femtobarns at 8 TeV. To enhance
the sensitivity to neutral MSSM Higgs bosons, the search includes the case
where the Higgs boson is produced in association with a b-quark jet. No excess
is observed in the tau-lepton-pair invariant mass spectrum. Exclusion limits
are presented in the MSSM parameter space for different benchmark scenarios,
m[h,max}, m[h,mod+], m[h,mod-], light-stop, light-stau, tau-phobic, and
low-m[H]. Upper limits on the cross section times branching fraction for gluon
fusion and b-quark associated Higgs boson production are also given.",2014.0,CMS Collaboration,https://arxiv.org/abs/1408.3316,arxiv
1408.6542,arxiv,"Top-quark mass effects in double and triple Higgs production in
  gluon-gluon fusion at NLO","The observation of double and triple scalar boson production at hadron
colliders could provide key information on the Higgs self couplings and the
potential. As for single Higgs production the largest rates for multiple Higgs
production come from gluon-gluon fusion processes mediated by a top-quark loop.
However, at variance with single Higgs production, top-quark mass and width
effects from the loops cannot be neglected. Computations including the exact
top-quark mass dependence are only available at the leading order, and
currently predictions at higher orders are obtained by means of approximations
based on the Higgs-gluon effective field theory (HEFT). In this work we present
a reweighting technique that, starting from events obtained via the MC@NLO
method in the HEFT, allows to exactly include the top-quark mass and width
effects coming from one- and two-loop amplitudes. We describe our approach and
apply it to double Higgs production at NLO in QCD, computing the needed
one-loop amplitudes and using approximations for the unknown two-loop ones. The
results are compared to other approaches used in the literature, arguing that
they provide more accurate predictions for distributions and for total rates as
well. As a novel application of our procedure we present predictions at NLO in
QCD for triple Higgs production at hadron colliders.",2014.0,"F. Maltoni, E. Vryonidou, M. Zaro",https://arxiv.org/abs/1408.6542,arxiv
1409.6064,arxiv,"Search for neutral Higgs bosons of the minimal supersymmetric standard
  model in pp collisions at $\sqrt{s}$ = 8 TeV with the ATLAS detector","A search for the neutral Higgs bosons predicted by the Minimal Supersymmetric
Standard Model (MSSM) is reported. The analysis is performed on data from
proton-proton collisions at a centre-of-mass energy of 8 TeV collected with the
ATLAS detector at the Large Hadron Collider. The samples used for this search
were collected in 2012 and correspond to integrated luminosities in the range
19.5 - 20.3 fb$^{-1}$. The MSSM Higgs bosons are searched for in the $\tau\tau$
final state. No significant excess over the expected background is observed,
and exclusion limits are derived for the production cross section times
branching fraction of a scalar particle as a function of its mass. The results
are also interpreted in the MSSM parameter space for various benchmark
scenarios.",2014.0,ATLAS Collaboration,https://arxiv.org/abs/1409.6064,arxiv
1410.6406,arxiv,"The method of regions and next-to-soft corrections in Drell-Yan
  production","We perform a case study of the behavior of gluon radiation beyond the soft
approximation, using as an example the Drell-Yan production cross section at
NNLO. We draw a careful distinction between the eikonal expansion, which is in
powers of the soft gluon energies, and the expansion in powers of the threshold
variable $1 - z$, which involves important hard-collinear effects. Focusing on
the contribution to the NNLO Drell-Yan K-factor arising from real-virtual
interference, we use the method of regions to classify all relevant
contributions up to next-to-leading power in the threshold expansion. With this
method, we reproduce the exact two-loop result to the required accuracy,
including $z$-independent non-logarithmic contributions, and we precisely
identify the origin of the soft-collinear interference which breaks simple
soft-gluon factorization at next-to-eikonal level. Our results pave the way for
the development of a general factorisation formula for next-to-leading-power
threshold logarithms, and clarify the nature of loop corrections to a set of
recently proposed next-to-soft theorems.",2014.0,"Domenico Bonocore, Eric Laenen, Lorenzo Magnea, Leonardo Vernazza, Chris D. White",https://arxiv.org/abs/1410.6406,arxiv
1411.3441,arxiv,"Constraints on the spin-parity and anomalous HVV couplings of the Higgs
  boson in proton collisions at 7 and 8 TeV","The study of the spin-parity and tensor structure of the interactions of the
recently discovered Higgs boson is performed using the H to ZZ, Z gamma*,
gamma* gamma* to 4 l, H to WW to l nu l nu, and H to gamma gamma decay modes.
The full dataset recorded by the CMS experiment during the LHC Run 1 is used,
corresponding to an integrated luminosity of up to 5.1 inverse femtobarns at a
center-of-mass energy of 7 TeV and up to 19.7 inverse femtobarns at 8 TeV. A
wide range of spin-two models is excluded at a 99% confidence level or higher,
or at a 99.87% confidence level for the minimal gravity-like couplings,
regardless of whether assumptions are made on the production mechanism. Any
mixed-parity spin-one state is excluded in the ZZ and WW modes at a greater
than 99.999% confidence level. Under the hypothesis that the resonance is a
spin-zero boson, the tensor structure of the interactions of the Higgs boson
with two vector bosons ZZ, Z gamma, gamma gamma, and WW is investigated and
limits on eleven anomalous contributions are set. Tighter constraints on
anomalous HVV interactions are obtained by combining the HZZ and HWW
measurements. All observations are consistent with the expectations for the
standard model Higgs boson with the quantum numbers J[PC]=0[++].",2014.0,CMS Collaboration,https://arxiv.org/abs/1411.3441,arxiv
1411.3584,arxiv,Higgs boson gluon-fusion production beyond threshold in N3LO QCD,"In this article, we compute the gluon fusion Higgs boson cross-section at
N3LO through the second term in the threshold expansion. This calculation
constitutes a major milestone towards the full N3LO cross section. Our result
has the best formal accuracy in the threshold expansion currently available,
and includes contributions from collinear regions besides subleading
corrections from soft and hard regions, as well as certain logarithmically
enhanced contributions for general kinematics. We use our results to perform a
critical appraisal of the validity of the threshold approximation at N3LO in
perturbative QCD.",2014.0,"Charalampos Anastasiou, Claude Duhr, Falko Dulat, Elisabetta Furlan, Thomas Gehrmann, Franz Herzog, Bernhard Mistlberger",https://arxiv.org/abs/1411.3584,arxiv
1412.2296,arxiv,Lectures on differential equations for Feynman integrals,"Over the last year significant progress was made in the understanding of the
computation of Feynman integrals using differential equations. These lectures
give a review of these developments, while not assuming any prior knowledge of
the subject. After an introduction to differential equations for Feynman
integrals, we point out how they can be simplified using algorithms available
in the mathematical literature. We discuss how this is related to a recent
conjecture for a canonical form of the equations. We also discuss a
complementary approach that allows based on properties of the space-time loop
integrands, and explain how the ideas of leading singularities and d-log
representations can be used to find an optimal basis for the differential
equations. Finally, as an application of the differential equations method we
show how single-scale integrals can be bootstrapped using the Drinfeld
associator of a differential equation.",2014.0,Johannes M. Henn,https://arxiv.org/abs/1412.2296,arxiv
1412.3357,arxiv,"Associated production of Higgs boson with vector boson at threshold
  N$^3$LO in QCD","We present the results for the associated production of Higgs boson with
vector boson computed at threshold N$^3$LO in QCD. We use the recently
available result on the threshold contributions to the inclusive Drell-Yan
production cross-section at third order in strong coupling constant. We have
implemented it in the publicly available computer package vh@nnlo, thereby
obtaining the numerical impact of threshold N$^3$LO contributions for the first
time. We find that the inclusion of such corrections do reduce theoretical
uncertainties resulting from the renormalization scale.",2014.0,"M. C. Kumar, M. K. Mandal, V. Ravindran",https://arxiv.org/abs/1412.3357,arxiv
1412.3791,arxiv,"The three loop soft function for N$^3$LL$^\prime$ gluon fusion Higgs
  production in SCET","We derive the three loop soft function for inclusive Higgs production in
gluon fusion, and use it to perform the resummation of the Higgs cross section
at N$^3$LL$^\prime$ in SCET. We improve the accuracy of the resummation by
including contributions of collinear origin. We include finite top, bottom and
charm mass effect where available. These results are available through the
public code ResHiggs.",2014.0,"Marco Bonvini, Luca Rottoli",https://arxiv.org/abs/1412.3791,arxiv
1503.03643,arxiv,"Determination of spin and parity of the Higgs boson in the $WW^\ast \to
  e νμν$ decay channel with the ATLAS detector","Studies of the spin and parity quantum numbers of the Higgs boson in the
$WW^\ast \to e \nu \mu \nu$ final state are presented, based on proton-proton
collision data collected by the ATLAS detector at the Large Hadron Collider,
corresponding to an integrated luminosity of 20.3 fb$^{-1}$ at a centre-of-mass
energy of $\sqrt{s}=8$ TeV. The Standard Model spin-parity $J^{CP} = 0^{++}$
hypothesis is compared with alternative hypotheses for both spin and CP. The
case where the observed resonance is a mixture of the Standard-Model-like Higgs
boson and CP-even ($J^{CP} = 0^{++}$) or CP-odd ($J^{CP} = 0^{+-}$) Higgs boson
in scenarios beyond the Standard Model is also studied. The data are found to
be consistent with the Standard Model prediction and limits are placed on
alternative spin and CP hypotheses, including CP mixing in different scenarios.",2015.0,ATLAS Collaboration,https://arxiv.org/abs/1503.03643,arxiv
1503.05156,arxiv,A factorization approach to next-to-leading-power threshold logarithms,"Threshold logarithms become dominant in partonic cross sections when the
selected final state forces gluon radiation to be soft or collinear. Such
radiation factorizes at the level of scattering amplitudes, and this leads to
the resummation of threshold logarithms which appear at leading power in the
threshold variable. In this paper, we consider the extension of this
factorization to include effects suppressed by a single power of the threshold
variable. Building upon the Low-Burnett-Kroll-Del Duca (LBKD) theorem, we
propose a decomposition of radiative amplitudes into universal building blocks,
which contain all effects ultimately responsible for next-to-leading power
(NLP) threshold logarithms in hadronic cross sections for electroweak
annihilation processes. In particular, we provide a NLO evaluation of the
""radiative jet function"", responsible for the interference of next-to-soft and
collinear effects in these cross sections. As a test, using our expression for
the amplitude, we reproduce all abelian-like NLP threshold logarithms in the
NNLO Drell-Yan cross section, including the interplay of real and virtual
emissions. Our results are a significant step towards developing a generally
applicable resummation formalism for NLP threshold effects, and illustrate the
breakdown of next-to-soft theorems for gauge theory amplitudes at loop level.",2015.0,"D. Bonocore, E. Laenen, L. Magnea, S. Melville, L. Vernazza, C. D. White",https://arxiv.org/abs/1503.05156,arxiv
1503.06056,arxiv,Higgs boson gluon-fusion production in N3LO QCD,"We present the cross-section for the production of a Higgs boson at
hadron-colliders at next-to- next-to-next-to-leading order (N3LO) in
perturbative QCD. The calculation is based on a method to perform a series
expansion of the partonic cross-section around the threshold limit to an
arbitrary order. We perform this expansion to sufficiently high order to obtain
the value of the hadronic cross at N3LO in the large top-mass limit. For
renormalisation and factorisation scales equal to half the Higgs mass, the N3LO
corrections are of the order of +2.2%. The total scale variation at N3LO is 3%,
reducing the uncertainty due to missing higher order QCD corrections by a
factor of three.",2015.0,"Charalampos Anastasiou, Claude Duhr, Falko Dulat, Franz Herzog, Bernhard Mistlberger",https://arxiv.org/abs/1503.06056,arxiv
1505.07122,arxiv,"Higgs pair production at next-to-next-to-leading logarithmic accuracy at
  the LHC","We perform the threshold resummation for Higgs pair production in the
dominant gluon fusion channel to next-to-next-to-leading logarithmic (NNLL)
accuracy. The calculation includes the matching to the next-to-next-to-leading
order (NNLO) cross section obtained in the heavy top-quark limit, and results
in an increase of the inclusive cross section up to 7% at the LHC with
centre-of-mass energy Ecm=14TeV, for the choice of factorization and
renormalization scales $\mu_F=\mu_R=Q$, being Q the invariant mass of the Higgs
pair system. After the resummation is implemented, we estimate the theoretical
uncertainty from the perturbative expansion to be reduced to about +-5.5%, plus
~10% from finite top-mass effects. The resummed cross section turns out to be
rather independent of the value chosen for the central factorization and
renormalization scales in the usual range (Q/2,Q).",2015.0,"Daniel de Florian, Javier Mazzitelli",https://arxiv.org/abs/1505.07122,arxiv
1506.05669,arxiv,"Study of the spin and parity of the Higgs boson in diboson decays with
  the ATLAS detector","Studies of the spin, parity and tensor couplings of the Higgs boson in the
$H\rightarrow ZZ^*\rightarrow 4\ell$, $H\rightarrow WW^* \rightarrow
e\nu\mu\nu$ and $H\rightarrow \gamma \gamma$ decay processes at the LHC are
presented. The investigations are based on $25$ fb$^{-1}$ of $pp$ collision
data collected by the ATLAS experiment at $\sqrt{ s} = 7$ TeV and $\sqrt{ s }=
8$ TeV. The Standard Model (SM) Higgs boson hypothesis, corresponding to the
quantum numbers $J ^P=0^+$, is tested against several alternative spin
scenarios, including non-SM spin-0 and spin-2 models with universal and
non-universal couplings to fermions and vector bosons. All tested alternative
models are excluded in favour of the SM Higgs boson hypothesis at more than
99.9% confidence level. Using the $H\rightarrow ZZ^*\rightarrow 4\ell$ and
$H\rightarrow WW^* \rightarrow e\nu\mu\nu$ decays, the tensor structure of the
$HVV$ interaction in the spin-0 hypothesis is also investigated. The observed
distributions of variables sensitive to the non-SM tensor couplings are
compatible with the SM predictions and constraints on the non-SM couplings are
derived.",2015.0,ATLAS Collaboration,https://arxiv.org/abs/1506.05669,arxiv
1506.07830,arxiv,ILC Operating Scenarios,"The ILC Technical Design Report documents the design for the construction of
a linear collider which can be operated at energies up to 500 GeV. This report
summarizes the outcome of a study of possible running scenarios, including a
realistic estimate of the real time accumulation of integrated luminosity based
on ramp-up and upgrade processes. The evolution of the physics outcomes is
emphasized, including running initially at 500 GeV, then at 350 GeV and 250
GeV. The running scenarios have been chosen to optimize the Higgs precision
measurements and top physics while searching for evidence for signals beyond
the standard model, including dark matter. In addition to the certain precision
physics on the Higgs and top that is the main focus of this study, there are
scientific motivations that indicate the possibility for discoveries of new
particles in the upcoming operations of the LHC or the early operation of the
ILC. Follow-up studies of such discoveries could alter the plan for the
centre-of-mass collision energy of the ILC and expand the scientific impact of
the ILC physics program. It is envisioned that a decision on a possible energy
upgrade would be taken near the end of the twenty year period considered in
this report.",2015.0,"T. Barklow, J. Brau, K. Fujii, J. Gao, J. List, N. Walker, K. Yokoya",https://arxiv.org/abs/1506.07830,arxiv
1506.08329,arxiv,"Search for neutral MSSM Higgs bosons decaying into a pair of bottom
  quarks","A search for neutral Higgs bosons decaying into a b-bbar quark pair and
produced in association with at least one additional b quark is presented. This
signature is sensitive to the Higgs sector of the minimal supersymmetric
standard model (MSSM) with large values of the parameter tan(beta). The
analysis is based on data from proton-proton collisions at a center-of-mass
energy of 8 TeV collected with the CMS detector at the LHC, corresponding to an
integrated luminosity of 19.7 inverse femtobarns. The results are combined with
a previous analysis based on 7 TeV data. No signal is observed. Stringent upper
limits on the cross section times branching fraction are derived for Higgs
bosons with masses up to 900 GeV, and the results are interpreted within
different MSSM benchmark scenarios, m[h,max], m[h,mod+], m[h,mod-], light-stau
and light-stop. Observed 95% confidence level upper limits on tan(beta),
ranging from 14 to 50, are obtained in the m[h,mod+] benchmark scenario.",2015.0,CMS Collaboration,https://arxiv.org/abs/1506.08329,arxiv
1507.01006,arxiv,Parton distributions with threshold resummation,"We construct a set of parton distribution functions (PDFs) in which
fixed-order NLO and NNLO calculations are supplemented with soft-gluon
(threshold) resummation up to NLL and NNLL accuracy respectively, suitable for
use in conjunction with any QCD calculation in which threshold resummation is
included at the level of partonic cross sections. These resummed PDF sets,
based on the NNPDF3.0 analysis, are extracted from deep-inelastic scattering,
Drell-Yan, and top quark pair production data, for which resummed calculations
can be consistently used. We find that, close to threshold, the inclusion of
resummed PDFs can partially compensate the enhancement in resummed matrix
elements, leading to resummed hadronic cross-sections closer to the fixed-order
calculation. On the other hand, far from threshold, resummed PDFs reduce to
their fixed-order counterparts. Our results demonstrate the need for a
consistent use of resummed PDFs in resummed calculations.",2015.0,"Marco Bonvini, Simone Marzani, Juan Rojo, Luca Rottoli, Maria Ubiali, Richard D. Ball, Valerio Bertone, Stefano Carrazza, Nathan P. Hartland",https://arxiv.org/abs/1507.01006,arxiv
1508.00909,arxiv,Higgs boson pair production: top quark mass effects at NLO and NNLO,"We compute next-to-next-to-leading order QCD corrections to the gluon-induced
production cross section of Higgs boson pairs in the large top quark mass limit
using the soft-virtual approximation. In the limit of infinitely-heavy top
quark we confirm the results in the literature. We add two more expansion terms
in the inverse top quark mass to the $M_t\to\infty$ result. Since the $1/M_t$
expansion converges poorly, we try to improve on it by factorizing the exact
leading order cross section. We discuss two ways of doing that and conclude
that the finite top quark mass effects shift the cross section at most by about
10\% at next-to-leading order and by about 5\% at next-to-next-to-leading
order.",2015.0,"Jonathan Grigo, Jens Hoff, Matthias Steinhauser",https://arxiv.org/abs/1508.00909,arxiv
1509.00195,arxiv,"Higgs Boson Production via Gluon Fusion: Soft-Gluon Resummation
  including Mass Effects","We analyze soft and collinear gluon resummation effects at the N$^3$LL level
for Standard Model Higgs boson production via gluon fusion $gg\to H$ and the
neutral scalar and pseudoscalar Higgs bosons of the minimal supersymmetric
extension at the N$^3$LL and NNLL level, respectively. We introduce refinements
in the treatment of quark mass effects and subleading collinear gluon effects
within the resummation. Soft and collinear gluon resummation effects amount to
up to about 5% beyond the fixed-order results for scalar and pseudoscalar Higgs
boson production.",2015.0,"Timo Schmidt, Michael Spira",https://arxiv.org/abs/1509.00195,arxiv
1510.01715,arxiv,Pseudo-scalar Form Factors at Three Loops in QCD,"The coupling of a pseudo-scalar Higgs boson to gluons is mediated through a
heavy quark loop. In the limit of large quark mass, it is described by an
effective Lagrangian that only admits light degrees of freedom. In this
effective theory, we compute the three-loop massless QCD corrections to the
form factor that describes the coupling of a pseudo-scalar Higgs boson to
gluons. Due to the axial anomaly, the pseudo-scalar operator for the gluonic
field strength mixes with the divergence of the axial vector current. Working
in dimensional regularization and using the 't~Hooft-Veltman prescription for
the axial vector current, we compute the three-loop pseudo-scalar form factors
for massless quarks and gluons. Using the universal infrared factorization
properties, we independently derive the three-loop operator mixing and finite
operator renormalisation from the renormalisation group equation for the form
factors, thereby confirming recent results in the operator product expansion.
The finite part of the three-loop form factor is an important ingredient to the
precise prediction of the pseudo-scalar Higgs boson production cross section at
hadron colliders. We discuss potential applications and derive the hard
matching coefficient in soft-collinear effective theory.",2015.0,"Taushif Ahmed, Thomas Gehrmann, Prakash Mathews, Narayan Rana, V. Ravindran",https://arxiv.org/abs/1510.01715,arxiv
1510.02235,arxiv,"Pseudo-scalar Higgs Boson Production at Threshold N$^3$LO and N$^3$LL
  QCD","We present the first results on the production of pseudo-scalar through gluon
fusion at the LHC to N$^3$LO in QCD taking into account only soft gluon
effects. We have used the effective Lagrangian that describes the coupling of
pseudo-scalar with the gluons in the large top quark mass limit. We have used
recently available quantities namely the three loop pseudo-scalar form factor
and the third order universal soft function in QCD to achieve this. Along with
the fixed order results, we also present the process dependent resummation
coefficient for threshold resummation to N$^3$LL in QCD. Phenomenological
impact of these threshold N$^3$LO corrections to pseudo-scalar production at
the LHC is presented and their role to reduce the renormalisation scale
dependence is demonstrated.",2015.0,"Taushif Ahmed, M. C. Kumar, Prakash Mathews, Narayan Rana, V. Ravindran",https://arxiv.org/abs/1510.02235,arxiv
1602.00695,arxiv,"High precision determination of the gluon fusion Higgs boson
  cross-section at the LHC","We present the most precise value for the Higgs boson cross-section in the
gluon-fusion production mode at the LHC. Our result is based on a perturbative
expansion through N$^3$LO in QCD, in an effective theory where the top-quark is
assumed to be infinitely heavy, while all other Standard Model quarks are
massless. We combine this result with QCD corrections to the cross-section
where all finite quark-mass effects are included exactly through NLO. In
addition, electroweak corrections and the first corrections in the inverse mass
of the top-quark are incorporated at three loops. We also investigate the
effects of threshold resummation, both in the traditional QCD framework and
following a SCET approach, which resums a class of $\pi^2$ contributions to all
orders. We assess the uncertainty of the cross-section from missing
higher-order corrections due to both perturbative QCD effects beyond N$^3$LO
and unknown mixed QCD-electroweak effects. In addition, we determine the
sensitivity of the cross-section to the choice of parton distribution function
(PDF) sets and to the parametric uncertainty in the strong coupling constant
and quark masses. For a Higgs mass of $m_H = 125~{\rm GeV}$ and an LHC
center-of-mass energy of $13~{\rm TeV}$, our best prediction for the gluon
fusion cross-section is \[ \sigma = 48.58\,{\rm pb} {}^{+2.22\, {\rm pb}\,
(+4.56\%)}_{-3.27\, {\rm pb}\, (-6.72\%)} \mbox{ (theory)} \pm 1.56 \,{\rm
pb}\, (3.20\%) \mbox{ (PDF+$\alpha_s$)} \]",2016.0,"Charalampos Anastasiou, Claude Duhr, Falko Dulat, Elisabetta Furlan, Thomas Gehrmann, Franz Herzog, Achilleas Lazopoulos, Bernhard Mistlberger",https://arxiv.org/abs/1602.00695,arxiv
1603.00385,arxiv,"On the two-loop virtual QCD corrections to Higgs boson pair production
  in the Standard Model","We compute the next-to-leading order virtual QCD corrections to Higgs pair
production via gluon fusion. We present analytic results for the two-loop
contributions to the spin-0 and spin-2 form factors in the amplitude. The
reducible contributions, given by the double-triangle diagrams, are evaluated
exactly while the two-loop irreducible diagrams are evaluated by an asymptotic
expansion in heavy top quark mass up to and including terms of
$\mathcal{O}(1/m_t^8)$. Assuming that the finite top-quark mass effects are of
similar size in the entire range of partonic energies we estimate that mass
effects can reduce the hadronic cross section by at most $10\%$.",2016.0,"Giuseppe Degrassi, Pier Paolo Giardino, Ramona Gröber",https://arxiv.org/abs/1603.00385,arxiv
1603.08000,arxiv,On the Higgs cross section at N$^3$LO+N$^3$LL and its uncertainty,"We consider the inclusive production of a Higgs boson in gluon-fusion and we
study the impact of threshold resummation at next-to-next-to-next-to-leading
logarithmic accuracy (N$^3$LL) on the recently computed fixed-order prediction
at next-to-next-to-next-to-leading order (N$^3$LO). We propose a conservative,
yet robust way of estimating the perturbative uncertainty from missing higher
(fixed- or logarithmic-) orders. We compare our results with two other
different methods of estimating the uncertainty from missing higher orders: the
Cacciari-Houdeau Bayesian approach to theory errors, and the use of algorithms
to accelerate the convergence of the perturbative series. We confirm that the
best convergence happens at $\mu_R=\mu_F=m_H\,/\,2$, and we conclude that a
reliable estimate of the uncertainty from missing higher orders on the Higgs
cross section at 13 TeV is approximately $\pm4$%.",2016.0,"Marco Bonvini, Simone Marzani, Claudio Muselli, Luca Rottoli",https://arxiv.org/abs/1603.08000,arxiv
1604.06447,arxiv,"Higgs boson pair production in gluon fusion at NLO with full top-quark
  mass dependence","We present the calculation of the cross section and invariant mass
distribution for Higgs boson pair production in gluon fusion at next-to-leading
order (NLO) in QCD. Top-quark masses are fully taken into account throughout
the calculation. The virtual two-loop amplitude has been generated using an
extension of the program GoSam supplemented with an interface to Reduze for the
integral reduction. The occurring integrals have been calculated numerically
using the program SecDec. Our results, including the full top-quark mass
dependence for the first time, allow us to assess the validity of various
approximations proposed in the literature, which we also recalculate. We find
substantial deviations between the NLO result and the different approximations,
which emphasizes the importance of including the full top-quark mass dependence
at NLO.",2016.0,"S. Borowka, N. Greiner, G. Heinrich, S. P. Jones, M. Kerner, J. Schlenk, U. Schubert, T. Zirke",https://arxiv.org/abs/1604.06447,arxiv
1605.01733,arxiv,Matched predictions for the $b\bar{b}H$ cross section at the 13 TeV LHC,"We present up-to-date matched predictions for the $b\bar{b}H$ inclusive cross
section at the LHC at $\sqrt{s}=13$ TeV. Using a previously developed method,
our predictions consistently combine the complete NLO contributions that are
present in the 4-flavor scheme calculation, including finite b-quark mass
effects as well as top-loop induced $Y_b Y_t$ interference contributions, with
the resummation of collinear logarithms of $m_b/m_H$ as present in the 5-flavor
scheme calculation up to NNLO. We provide a detailed estimate of the
perturbative uncertainties of the matched result by examining its dependence on
the factorization and renormalization scales, the scale of the Yukawa coupling,
and also the low b-quark matching scale in the PDFs. We motivate the use of a
central renormalization scale of $m_H$/2, which is halfway between the values
typically chosen in the 4-flavor and 5-flavor scheme calculations. We evaluate
the parametric uncertainties due to the PDFs and the b-quark mass, and in
particular discuss how to systematically disentangle the parametric $m_b$
dependence and the unphysical b-quark matching scale dependence. Our best
prediction for the $b\bar{b} H$ production cross section in the Standard Model
at 13 TeV and for $m_H$ = 125 GeV is $\sigma(b\bar b H) = 0.52 \,{\rm pb}\, [1
\pm 9.6\% {\rm (perturbative)}\,{}^{+2.9\%}_{-3.6\%} {\rm (parametric)}]$. We
also provide predictions for a range of Higgs masses $m_H\in [50, 750]$ GeV.
Our method to compute the matched prediction and to evaluate its uncertainty
can be readily applied to other heavy-quark-initiated processes at the LHC.",2016.0,"Marco Bonvini, Andrew S. Papanastasiou, Frank J. Tackmann",https://arxiv.org/abs/1605.01733,arxiv
1606.00837,arxiv,"Pseudo-scalar Higgs boson production at
  N$^3$LO$_{\text{A}}$+N$^3$LL$^\prime$","We consider the production of a pseudo-scalar particle $A$ at the LHC, and
present accurate theoretical predictions for its inclusive cross section in
gluon fusion. The prediction is based on combining fixed-order perturbation
theory and all-order threshold resummation. At fixed order we include the exact
next-to-next-to-leading order (NNLO) plus an approximate
next-to-next-to-next-to-leading order (N$^3$LO$_{\rm A}$) which is based on the
recent computation at this order for the scalar case. We then add threshold
resummation at next-to-next-to-next-to leading logarithmic accuracy
(N$^3$LL$^\prime$). Various forms of threshold resummation are considered,
differing by the treatment of subleading terms, allowing a robust estimate of
the theoretical uncertainties due to missing higher orders. With particular
attention to pseudo-scalar masses of $200$ GeV and $750$ GeV, we also observe
that perturbative convergence is much improved when resummation is included.
Additionally, results obtained with threshold resummation in direct QCD are
compared with analogous results as computed in soft-collinear effective theory,
which turn out to be in good agreement. We provide precise predictions for
pseudo-scalar inclusive cross section at $13$ TeV LHC for a wide range of
masses. The results are available through updated versions of the public codes
ggHiggs and TROLL.",2016.0,"Taushif Ahmed, Marco Bonvini, M. C. Kumar, Prakash Mathews, Narayan Rana, V. Ravindran, Luca Rottoli",https://arxiv.org/abs/1606.00837,arxiv
1608.00890,arxiv,"Search for Minimal Supersymmetric Standard Model Higgs bosons $H/A$ and
  for a $Z^{\prime}$ boson in the $ττ$ final state produced in $pp$
  collisions at $\sqrt{s}=13$ TeV with the ATLAS Detector","A search for neutral Higgs bosons of the Minimal Supersymmetric Standard
Model (MSSM) and for a heavy neutral $Z^{\prime}$ boson is performed using a
data sample corresponding to an integrated luminosity of 3.2 fb$^{-1}$ from
proton--proton collisions at $\sqrt{s} = 13$ TeV recorded by the ATLAS detector
at the LHC. The heavy resonance is assumed to decay to a $\tau^+ \tau^-$ pair
with at least one $\tau$ lepton decaying to final states with hadrons and a
neutrino. The search is performed in the mass range of 0.2--1.2 TeV for the
MSSM neutral Higgs bosons and 0.5--2.5 TeV for the heavy neutral $Z^{\prime}$
boson. The data are in good agreement with the background predicted by the
Standard Model and hence results are given as upper limits on the production
cross section times branching fraction of the boson decay to $\tau^+\tau^-$ as
a function of the boson mass. The results are interpreted in MSSM and
$Z^{\prime}$ benchmark scenarios. The most stringent MSSM parameter space
constraints for the Higgs boson search exclude at 95\% confidence level (CL)
$\tan\beta > 7.6$ for $m_A = 200$ GeV in the $m_{h}^{\textrm{mod+}}$ MSSM
scenario. This analysis extends the MSSM limits from previous searches for the
mass range $m_A > 500$ GeV. For the Sequential Standard Model, a
$Z^{\prime}_\mathrm{SSM}$ mass up to 1.90 TeV is excluded at 95% CL and masses
up to 1.82--2.17 TeV are excluded for a $Z^{\prime}_{\mathrm{SFM}}$ of the
Strong Flavour Model.",2016.0,ATLAS Collaboration,https://arxiv.org/abs/1608.00890,arxiv
1608.04798,arxiv,Full top quark mass dependence in Higgs boson pair production at NLO,"We study the effects of the exact top-quark mass dependent two-loop
corrections to Higgs boson pair production by gluon fusion at the LHC and at a
100 TeV hadron collider. We perform a detailed comparison of the full
next-to-leading order result to various approximations at the level of
differential distributions and also analyse non-standard Higgs self-coupling
scenarios. We find that the different next-to-leading order approximations
differ from the full result by up to 50 percent in relevant differential
distributions. This clearly stresses the importance of the full NLO result.",2016.0,"S. Borowka, N. Greiner, G. Heinrich, S. P. Jones, M. Kerner, J. Schlenk, T. Zirke",https://arxiv.org/abs/1608.04798,arxiv
1610.06842,arxiv,Non-abelian factorisation for next-to-leading-power threshold logarithms,"Soft and collinear radiation is responsible for large corrections to many
hadronic cross sections, near thresholds for the production of heavy final
states. There is much interest in extending our understanding of this radiation
to next-to-leading power (NLP) in the threshold expansion. In this paper, we
generalise a previously proposed all-order NLP factorisation formula to include
non-abelian corrections. We define a non-abelian radiative jet function,
organising collinear enhancements at NLP, and compute it for quark jets at one
loop. We discuss in detail the issue of double counting between soft and
collinear regions. Finally, we verify our prescription by reproducing all NLP
logarithms in Drell-Yan production up to NNLO, including those associated with
double real emission. Our results constitute an important step in the
development of a fully general resummation formalism for NLP threshold effects.",2016.0,"D. Bonocore, E. Laenen, L. Magnea, L. Vernazza, C. D. White",https://arxiv.org/abs/1610.06842,arxiv
